Student,ID,SIS User ID,SIS Login ID,Section,Ready for R Prelab (314531),Histograms and Boxplots Prelab (314512),Mean versus Median Prelab (314527),Simulating Confidence Intervals Prelab (314532),Testing about Proportions Prelab (314530),Time Plots and QQ Plots Prelab (314545),CLT Prelab (314509),One Mean Prelab (314528),Paired Mean Prelab (314529),Comparing Two Means Prelab (314510),ANOVA Prelab (314496),Linear Regression Prelab (314526),Creative Reflection Prelab (314511),Attendance Lab 00: Sept 11-14 (314497),Attendance Lab 01: Sept 18-21 (314498),Attendance Lab 02: Sept 25-28 (314499),Attendance Lab 03: Oct 2-5 (314500),Attendance Lab 04: Oct 9-12 (314501),Attendance Lab 05: Oct 23-26 (314502),Attendance Lab 06: Oct 30-Nov 2 (314503),Attendance Lab 07: Nov 6-9 (314504),Attendance Lab 08: Nov 13-16 (314505),Attendance Lab 09: Nov 20-22 (314506),Attendance Lab 10: Nov 27-30 (314507),Attendance Lab 11: Dec 4-7 (314508),Ticket Lab 00: Sept 11-14 (314533),Ticket Lab 01: Sept 18-21 (314534),Ticket Lab 02: Sept 25-28 (314535),Ticket Lab 03: Oct 2-5 (314536),Ticket Lab 04: Oct 9-12 (314537),Ticket Lab 05: Oct 23-26 (314538),Ticket Lab 06: Oct 30-Nov 2 (314539),Ticket Lab 07: Nov 6-9 (314540),Ticket Lab 08: Nov 13-16 (314541),Ticket Lab 09: Nov 20-22 (314542),Ticket Lab 10: Nov 27-30 (314543),Ticket Lab 11: Dec 4-7 (314544),iclicker00 (314513),iclicker01 (314514),iclicker02 (314515),iclicker03 (314516),iclicker04 (314517),iclicker05 (314518),iclicker06 (314519),iclicker07 (314520),iclicker08 (314521),iclicker09 (314522),iclicker10 (314523),iclicker11 (314524),LecParticSept11-15 (379065),LecParticSept18-22 (379220),LecParticSept25-29 (379226),LecParticOct02-06 (387288),LecParticOct09-13 (387289),LecParticOct23-27 (387379),LecParticOct30-Nov03 (387382),LecParticNov06-10 (387383),LecParticNov13-17 (387387),"HW 1 Data, Sampling (314550)",HW 2 Plots Prob RV (314551),HW 3 About p (314552),HW 4 About p1-p2 (314553),HW 5 About one mean (314554),HW 6 About paired (314555),HW 7 About Two Means (314556),HW 8 ANOVA (314557),HW 9 Regression (314558),HW 10 Chi Square (314549),Exam 1 (314546),Exam 2 (314547),Final Exam (314548),Write To Learn #1 Pizza Study Design Initial Submission (341415),Write To Learn #1 Pizza Study Peer Review (395554),Write To Learn #1 Pizza Study Revision (341435),Write To Learn #2 Chocolate and Cycling Initial Submission (343539),Write To Learn #2 Chocolate and Cycling Peer Review (395644),Write To Learn #2 Chocolate and Cycling Revision (343733),EC ECoachWriting (355899),EC MWriteStartSurvey (355863),EC ECoachEx1Plan (355803),EC ECoachEx2Plan (355859),EC ECoachEndSurvey (355776),EC MWriteEndSurvey (355864),Practice Homework (355757),Dummy1,Dummy2,Dummy3,Dummy4,Dummy5,Dummy6,Dummy7,Dummy8,Dummy9,Dummy10,Dummy11,Dummy12,Dummy13,Dummy14,Dummy15,Dummy16,Dummy17,Dummy18,Dummy19,Dummy20,Dummy21,Dummy22,Dummy23,Dummy24,Dummy25,Dummy26,Dummy27,Dummy28,Dummy29,Dummy30,Prelab Assignments Current Score,Prelab Assignments Final Score,M-Write WTL Assignments Current Score,M-Write WTL Assignments Final Score,Homework Current Score,Homework Final Score,Exams Current Score,Exams Final Score,Lab Tickets Current Score,Lab Tickets Final Score,Lab Attendance Current Score,Lab Attendance Final Score,Lab iClicker Current Score,Lab iClicker Final Score,Lab Resources Current Score,Lab Resources Final Score,Lecture Participation Current Score,Lecture Participation Final Score,Other Current Score,Other Final Score,Current Score,Final Score
"STUDENT, A61",794769,894769,aaabbb,STATS 250 Section 000,2,2,2,2,2,1.5,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,30,34.5,32,34,33,33,,,,,65,65,,3,3,4,,,,2,2,2,2,,,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.22,67.31,100,50,95.14,62.38,86.67,52,100,66.67,100,66.67,100,75,,,100,77.78,83.33,68.18,88.79,54.02
"STUDENT, A62",266497,366497,aaabbb,STATS 250 Section 000,2,1.5,2,2,2,2,2,1.5,1,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,32.33,33.5,33,25,24.5,23.25,,,,,37,41.5,,3,3,4,,,,2,2,2,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.89,61.54,100,50,84.76,54.47,52.33,31.4,100,66.67,100,66.67,100,75,,,100,77.78,88.89,72.73,60.12,36.63
"STUDENT, A63",750869,850869,aaabbb,STATS 250 Section 000,2,1.5,2,1.5,1,1.5,2,2,1,,,,,1,1,1,1,0,1,1,1,,,,,2,2,2,2,0,2,2,2,,,,,0,2,2,2,0,2,2,2,2,,,,0.5,0,0,0,0,0,0,,,32,29.5,12.5,26.5,30.5,31,,,,,54,69.5,,2,3,4,,,,,,,2,,,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.56,55.77,90,45,85.43,51.43,82.33,49.4,87.5,58.33,87.5,58.33,77.78,58.33,,,14.29,11.11,41.67,22.73,82.93,49.91
"STUDENT, A64",704967,804967,aaabbb,STATS 250 Section 000,2,2,1.5,1.5,2,1.5,2,2,0,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0,0.5,0.5,0.5,0,,,19.67,29,29,23,29,25,,,,,45,43.5,,1,2,3,,,,,2,,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.56,55.77,60,30,77.14,49.1,59,35.4,100,66.67,100,66.67,100,75,,,71.43,55.56,85.71,54.55,62.93,38.38
"STUDENT, A65",530452,630452,aaabbb,STATS 250 Section 000,2,2,2,2,2,2,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,0,,,,0,0,0,0,0,0,0,,,35,35,35,32,35,35,,,,,56,64,,2,3,4,,,,2,2,,2,,,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,69.23,90,45,100,65.71,80,48,100,66.67,100,66.67,88.89,66.67,,,0,0,81.25,59.09,83.38,50.82
"STUDENT, A66",850245,950245,aaabbb,STATS 250 Section 000,2,2,2,1.5,2,2,2,1.5,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,29.33,33.5,31.5,29,35,29.5,,,,,50.5,54.5,,3,3,3,,,,2,1,2,2,,,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.44,65.38,90,45,90.76,59.63,70,42,100,66.67,100,66.67,100,75,,,100,77.78,66.67,54.55,74.56,45.5
"STUDENT, A67",768354,868354,aaabbb,STATS 250 Section 000,2,1.5,2,2,2,2,2,2,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,35,32,30,28,30,29.5,,,,,61,67.5,,3,3,4,,,,,2,2,2,,,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.44,65.38,100,50,89.43,58.57,85.67,51.4,100,66.67,100,66.67,100,75,,,100,77.78,75,54.55,87.37,53.12
"STUDENT, A68",632187,732187,aaabbb,STATS 250 Section 000,2,1,1.5,1.5,2,2,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0,0,0,0,0,0,0.5,,,27,31.5,31,24.5,32,31,,,,,59,56.5,,2,3,3,,,,,2,,2,,,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.89,61.54,80,40,87.14,56.19,77,46.2,100,66.67,100,66.67,100,75,,,14.29,11.11,50,31.82,79.29,48.24
"STUDENT, A69",483737,583737,aaabbb,STATS 250 Section 000,2,1,2,1.5,1,2,2,1.5,1,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0,,,31,31,13.5,29,30.5,32.75,,,,,51,66.5,,3,3,4,,,,,2,2,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.78,53.85,100,50,88.14,53.25,78.33,47,100,66.67,100,66.67,100,75,,,85.71,66.67,87.5,63.64,81.04,48.84
"STUDENT, A70",106010,206010,aaabbb,STATS 250 Section 000,2,1,2,2,0.5,2,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,16.67,32,29.5,28,35,35,,,,,40,53.5,,2,3,3,,,,,,,,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.11,59.62,80,40,91.14,55.93,62.33,37.4,100,66.67,100,66.67,100,75,,,100,77.78,80,36.36,67.9,41.14
"STUDENT, A71",273596,373596,aaabbb,STATS 250 Section 000,2,1.5,0,1.5,0,0,2,1,0,,,,,1,1,1,1,0,1,1,1,,,,,2,2,2,2,0,2,2,2,,,,,2,2,2,2,0,2,2,2,2,,,,0,0.5,0.5,0,0,0.5,0.5,,,27,20.5,,20.5,30,22,,,,,45,27.5,,2,3,3,,,,,2,,,,,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.44,30.77,80,40,71.07,38.1,48.33,29,87.5,58.33,87.5,58.33,88.89,66.67,,,57.14,44.44,33.33,18.18,53.39,31.72
"STUDENT, A72",278305,378305,aaabbb,STATS 250 Section 000,2,2,2,2,2,2,2,1.5,1,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0,0,0.5,0.5,0.5,0.5,0.5,,,35,35,35,29,35,35,,,,,62,72,,3,3,4,,,,2,2,2,2,,,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.67,63.46,100,50,100,64.76,89.33,53.6,100,66.67,100,66.67,100,75,,,71.43,55.56,77.78,63.64,91.3,55.46
"STUDENT, A73",929079,1029079,aaabbb,STATS 250 Section 000,2,2,2,2,2,2,2,2,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0,0.5,0,0,0,0,0.5,,,35,33.5,35,32,35,35,,,,,66,60,,3,3,3,,,,2,2,2,2,,,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.22,67.31,90,45,99.14,65.24,84,50.4,100,66.67,100,66.67,100,75,,,28.57,22.22,72.22,59.09,86.66,52.82
"STUDENT, A74",143380,243380,aaabbb,STATS 250 Section 000,2,1,2,1,2,2,2,1,1.5,,,,,1,1,1,0,1,1,1,1,,,,,2,2,2,0,2,2,2,2,,,,,2,2,2,0,2,2,2,2,0,,,,0,0,0,0,0,0,0,,,28,25,23,25,28,21.75,,,,,62,50,,3,3,4,,,,2,2,2,2,,,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.56,55.77,100,50,73.71,47.86,74.67,44.8,87.5,58.33,87.5,58.33,77.78,58.33,,,0,0,83.33,68.18,76.02,46.07
"STUDENT, A75",509266,609266,aaabbb,STATS 250 Section 000,2,2,2,1.5,2,2,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,33.67,35,30,28,0,30,,,,,55,50,,2,3,4,,,,,2,2,2,,,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.22,67.31,90,45,89.53,49.74,70,42,100,66.67,100,66.67,100,75,,,100,77.78,75,54.55,74.5,44.55
"STUDENT, A76",328265,428265,aaabbb,STATS 250 Section 000,2,2,2,2,2,2,2,1.5,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0,0,0,0.5,0,0.5,,,32,30.5,22.5,26,27.5,31,,,,,67,53,,2,3,4,,,,,2,,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.22,67.31,90,45,84,53.81,80,48,100,66.67,100,66.67,100,75,,,42.86,33.33,85.71,54.55,81.94,49.76
"STUDENT, A77",217696,317696,aaabbb,STATS 250 Section 000,2,2,1.5,1.5,2,1.5,2,2,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,35,33,32,28,33,33.5,,,,,52,51,,3,3,4,,,,2,2,2,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.89,61.54,100,50,95.14,61.75,68.67,41.2,100,66.67,100,66.67,100,75,,,100,77.78,88.89,72.73,74.23,45.2
"STUDENT, A78",258993,358993,aaabbb,STATS 250 Section 000,2,2,1.5,2,2,0,2,1.5,1,1.5,,,,1,1,1,1,1,1,0,1,1,,,,2,2,2,2,2,2,0,2,2,,,,2,2,2,2,2,2,0,2,0,,,,0.5,0.5,0.5,0,0.5,0.5,0,,,34,33.5,31.5,29,32.5,31,,,,,63,63,,3,3,4,,,,2,2,2,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.5,59.62,100,50,92.86,60.79,84,50.4,88.89,66.67,88.89,66.67,77.78,58.33,,,71.43,55.56,88.89,72.73,85.37,52.09
"STUDENT, A79",681675,781675,aaabbb,STATS 250 Section 000,2,2,2,2,2,1,1.5,2,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0,0,0,0,0,0,,,31,33.5,30,0,33.5,26.75,,,,,64,55,,3,3,2,,,,,2,,2,,,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.89,61.54,80,40,88.43,49.13,79.33,47.6,100,66.67,100,66.67,100,75,,,14.29,11.11,78.57,50,81.29,48.66
"STUDENT, A80",609115,709115,aaabbb,STATS 250 Section 000,1.5,2,2,2,2,1.5,1.5,1.5,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,29,33,26,26,32.5,35,,,,,40,59.5,,3,3,4,,,,2,2,2,2,,,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.11,59.62,100,50,88.86,57.62,66.33,39.8,100,66.67,100,66.67,100,75,,,100,77.78,100,81.82,71.67,43.63
"STUDENT, A81",389473,489473,aaabbb,STATS 250 Section 000,2,2,2,2,1.5,2,2,1.5,1,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,28.33,19.5,29,26,30.5,30,,,,,46,47,,3,3,4,,,,,2,2,2,,,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.89,61.54,100,50,82.19,51.85,62,37.2,100,66.67,100,66.67,100,75,,,100,77.78,75,54.55,67.6,41.01
"STUDENT, A82",860752,960752,aaabbb,STATS 250 Section 000,2,2,2,2,2,2,2,1.5,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,29,30,21,23,19.5,26,,,,,56,46.5,,2,3,3,,,,2,2,2,2,,,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.44,65.38,80,40,73.71,47.14,68.33,41,100,66.67,100,66.67,100,75,,,100,77.78,83.33,68.18,71.13,43.26
"STUDENT, A83",854658,954658,aaabbb,STATS 250 Section 000,2,0.5,2,2,0,1.5,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,31.33,32.5,28.5,24.5,30.5,28.25,,,,,65,56,,2,0,2,,,,,2,2,2,,,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.78,53.85,40,20,86.33,55.74,80.67,48.4,100,66.67,100,66.67,100,75,,,100,77.78,81.25,59.09,80.32,49
"STUDENT, A84",803149,903149,aaabbb,STATS 250 Section 000,2,1,1.5,2,2,1,1.5,1.5,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0,0,0,0,0,0,,,29.33,31.5,30.5,25,31,27.5,,,,,46,52,,3,3,4,,,,2,2,2,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.78,53.85,100,50,85.62,55.5,65.33,39.2,100,66.67,100,66.67,100,75,,,14.29,11.11,88.89,72.73,70.38,42.82
"STUDENT, A85",128571,228571,aaabbb,STATS 250 Section 000,2,2,2,1.5,1.5,2,2,2,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,32,34,30.5,27.5,31.5,34.5,,,,,60,58,,3,3,4,,,,2,2,2,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.67,63.46,100,50,92.86,60.32,78.67,47.2,100,66.67,100,66.67,100,75,,,100,77.78,88.89,72.73,82.05,49.89
"STUDENT, A86",543220,643220,aaabbb,STATS 250 Section 000,2,2,2,2,2,1.5,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,30,32,28.5,25.5,25,32.5,,,,,66,71,,2,3,4,,,,2,2,2,2,,,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.22,67.31,90,45,84.86,55.08,91.33,54.8,100,66.67,100,66.67,100,75,,,100,77.78,94.44,77.27,91.1,55.33
"STUDENT, A87",183096,283096,aaabbb,STATS 250 Section 000,2,1.5,2,2,2,2,2,1.5,1,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,0,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,33.33,34.5,31.5,28,34,35,,,,,62,52.5,,2,3,3,,,,,2,2,,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.89,61.54,80,40,96.19,62.33,76.33,45.8,100,66.67,100,66.67,88.89,66.67,,,100,77.78,85.71,54.55,79.44,48.37
"STUDENT, A88",755035,855035,aaabbb,STATS 250 Section 000,2,1.5,1.5,2,2,1.5,2,1.5,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0,,,26.33,29.5,27.5,23,31,32.5,,,,,55.5,63,,2,3,3,,,,2,2,,2,,,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.11,59.62,80,40,83.9,53.91,79,47.4,100,66.67,100,66.67,100,75,,,85.71,66.67,81.25,59.09,80.51,48.94
"STUDENT, A89",656405,756405,aaabbb,STATS 250 Section 000,2,2,2,2,0.5,0.5,0,2,1,,,,,1,0,1,1,1,1,1,1,,,,,2,0,2,2,2,2,2,2,,,,,2,0,2,2,2,2,2,2,2,,,,0.5,0,0.5,0.5,0.5,0.5,0.5,,,30,33.5,33.5,29,27.5,27.5,,,,,64,65,,1,3,2,,,,,2,,2,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.67,46.15,60,30,87.71,57.46,86,51.6,87.5,58.33,87.5,58.33,88.89,66.67,,,85.71,66.67,100,18.18,84.83,51.65
"STUDENT, A90",542108,642108,aaabbb,STATS 250 Section 000,2,2,2,2,2,1.5,2,2,2,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,33,28.5,31,27,30.5,33,,,,,56,62.5,,3,3,4,,,,2,2,,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.22,67.31,100,50,89.14,58.1,79,47.4,100,66.67,100,66.67,100,75,,,100,77.78,87.5,63.64,82.06,49.91
"STUDENT, A91",159970,259970,aaabbb,STATS 250 Section 000,2,2,2,1.5,2,2,2,1.5,1.5,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0,0,0,0,0,0,0,,,26,34.5,0,29,31,27.5,,,,,53.5,61.5,,3,3,4,,,,2,,,2,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.67,63.46,100,50,84.57,46.98,76.67,46,100,66.67,100,66.67,100,75,,,0,0,85.71,54.55,79.62,47.6
"STUDENT, A92",120906,220906,aaabbb,STATS 250 Section 000,2,1.5,1.5,1,1,1.5,1.5,2,1,,,,,1,1,1,1,1,1,1,1,,,,,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,,,0.5,0.5,0,0,0,0,0.5,,,30.33,29.5,32,25.5,31.5,33,,,,,42,58.5,,2,3,3,,,,,2,,,,,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.22,50,80,40,89.33,57.72,67,40.2,100,66.67,100,66.67,100,75,,,42.86,33.33,83.33,45.45,71.18,43.37
